term_id	exclusion_reason
NCIT:C149438	MONDO:excludeNonDisease
NCIT:C149439	MONDO:excludeNonDisease
NCIT:C149440	MONDO:excludeNonDisease
NCIT:C149441	MONDO:excludeNonDisease
NCIT:C149442	MONDO:excludeNonDisease
NCIT:C149443	MONDO:excludeNonDisease
NCIT:C149444	MONDO:excludeNonDisease
NCIT:C149445	MONDO:excludeNonDisease
NCIT:C149446	MONDO:excludeNonDisease
NCIT:C149447	MONDO:excludeNonDisease
NCIT:C149448	MONDO:excludeNonDisease
NCIT:C149449	MONDO:excludeNonDisease
NCIT:C149450	MONDO:excludeNonDisease
NCIT:C149451	MONDO:excludeNonDisease
NCIT:C149452	MONDO:excludeNonDisease
NCIT:C149453	MONDO:excludeNonDisease
NCIT:C149454	MONDO:excludeNonDisease
NCIT:C149455	MONDO:excludeNonDisease
NCIT:C149456	MONDO:excludeNonDisease
NCIT:C149457	MONDO:excludeNonDisease
NCIT:C149458	MONDO:excludeNonDisease
NCIT:C149459	MONDO:excludeNonDisease
NCIT:C149460	MONDO:excludeNonDisease
NCIT:C149461	MONDO:excludeNonDisease
NCIT:C149462	MONDO:excludeNonDisease
NCIT:C149464	MONDO:excludeNonDisease
NCIT:C149465	MONDO:excludeNonDisease
NCIT:C149466	MONDO:excludeNonDisease
NCIT:C149467	MONDO:excludeNonDisease
NCIT:C149468	MONDO:excludeNonDisease
NCIT:C149469	MONDO:excludeNonDisease
NCIT:C149470	MONDO:excludeNonDisease
NCIT:C149471	MONDO:excludeNonDisease
NCIT:C149472	MONDO:excludeNonDisease
NCIT:C149473	MONDO:excludeNonDisease
NCIT:C149474	MONDO:excludeNonDisease
NCIT:C149475	MONDO:excludeNonDisease
NCIT:C149476	MONDO:excludeNonDisease
NCIT:C149477	MONDO:excludeNonDisease
NCIT:C149478	MONDO:excludeNonDisease
NCIT:C149479	MONDO:excludeNonDisease
NCIT:C149480	MONDO:excludeNonDisease
NCIT:C149481	MONDO:excludeNonDisease
NCIT:C149482	MONDO:excludeNonDisease
NCIT:C149483	MONDO:excludeNonDisease
NCIT:C149484	MONDO:excludeNonDisease
NCIT:C149485	MONDO:excludeNonDisease
NCIT:C149486	MONDO:excludeNonDisease
NCIT:C149487	MONDO:excludeNonDisease
NCIT:C149488	MONDO:excludeNonDisease
NCIT:C149489	MONDO:excludeNonDisease
NCIT:C149490	MONDO:excludeNonDisease
NCIT:C149491	MONDO:excludeNonDisease
NCIT:C149492	MONDO:excludeNonDisease
NCIT:C149493	MONDO:excludeNonDisease
NCIT:C149494	MONDO:excludeNonDisease
NCIT:C149495	MONDO:excludeNonDisease
NCIT:C149496	MONDO:excludeNonDisease
NCIT:C149497	MONDO:excludeNonDisease
NCIT:C149498	MONDO:excludeNonDisease
NCIT:C149499	MONDO:excludeNonDisease
NCIT:C1495	MONDO:excludeNonDisease
NCIT:C149500	MONDO:excludeNonDisease
NCIT:C149501	MONDO:excludeNonDisease
NCIT:C149502	MONDO:excludeNonDisease
NCIT:C149503	MONDO:excludeNonDisease
NCIT:C149504	MONDO:excludeNonDisease
NCIT:C149505	MONDO:excludeNonDisease
NCIT:C149506	MONDO:excludeNonDisease
NCIT:C149507	MONDO:excludeNonDisease
NCIT:C149508	MONDO:excludeNonDisease
NCIT:C149509	MONDO:excludeNonDisease
NCIT:C149510	MONDO:excludeNonDisease
NCIT:C149511	MONDO:excludeNonDisease
NCIT:C149512	MONDO:excludeNonDisease
NCIT:C149513	MONDO:excludeNonDisease
NCIT:C149514	MONDO:excludeNonDisease
NCIT:C149515	MONDO:excludeNonDisease
NCIT:C149516	MONDO:excludeNonDisease
NCIT:C149517	MONDO:excludeNonDisease
NCIT:C149518	MONDO:excludeNonDisease
NCIT:C149519	MONDO:excludeNonDisease
NCIT:C149520	MONDO:excludeNonDisease
NCIT:C149521	MONDO:excludeNonDisease
NCIT:C149522	MONDO:excludeNonDisease
NCIT:C149523	MONDO:excludeNonDisease
NCIT:C149524	MONDO:excludeNonDisease
NCIT:C149525	MONDO:excludeNonDisease
NCIT:C149526	MONDO:excludeNonDisease
NCIT:C149527	MONDO:excludeNonDisease
NCIT:C149528	MONDO:excludeNonDisease
NCIT:C149529	MONDO:excludeNonDisease
NCIT:C149530	MONDO:excludeNonDisease
NCIT:C149531	MONDO:excludeNonDisease
NCIT:C149532	MONDO:excludeNonDisease
NCIT:C149533	MONDO:excludeNonDisease
NCIT:C149534	MONDO:excludeNonDisease
NCIT:C149535	MONDO:excludeNonDisease
NCIT:C149536	MONDO:excludeNonDisease
NCIT:C149537	MONDO:excludeNonDisease
NCIT:C149538	MONDO:excludeNonDisease
NCIT:C149539	MONDO:excludeNonDisease
NCIT:C149540	MONDO:excludeNonDisease
NCIT:C149541	MONDO:excludeNonDisease
NCIT:C149542	MONDO:excludeNonDisease
NCIT:C149543	MONDO:excludeNonDisease
NCIT:C149544	MONDO:excludeNonDisease
NCIT:C149545	MONDO:excludeNonDisease
NCIT:C149546	MONDO:excludeNonDisease
NCIT:C149547	MONDO:excludeNonDisease
NCIT:C149548	MONDO:excludeNonDisease
NCIT:C149549	MONDO:excludeNonDisease
NCIT:C149550	MONDO:excludeNonDisease
NCIT:C149551	MONDO:excludeNonDisease
NCIT:C149552	MONDO:excludeNonDisease
NCIT:C149553	MONDO:excludeNonDisease
NCIT:C149554	MONDO:excludeNonDisease
NCIT:C149555	MONDO:excludeNonDisease
NCIT:C149556	MONDO:excludeNonDisease
NCIT:C149557	MONDO:excludeNonDisease
NCIT:C149558	MONDO:excludeNonDisease
NCIT:C149559	MONDO:excludeNonDisease
NCIT:C149560	MONDO:excludeNonDisease
NCIT:C149561	MONDO:excludeNonDisease
NCIT:C149562	MONDO:excludeNonDisease
NCIT:C149563	MONDO:excludeNonDisease
NCIT:C149564	MONDO:excludeNonDisease
NCIT:C149565	MONDO:excludeNonDisease
NCIT:C149566	MONDO:excludeNonDisease
NCIT:C149567	MONDO:excludeNonDisease
NCIT:C149568	MONDO:excludeNonDisease
NCIT:C149569	MONDO:excludeNonDisease
NCIT:C149570	MONDO:excludeNonDisease
NCIT:C149571	MONDO:excludeNonDisease
NCIT:C149572	MONDO:excludeNonDisease
NCIT:C149573	MONDO:excludeNonDisease
NCIT:C149574	MONDO:excludeNonDisease
NCIT:C149575	MONDO:excludeNonDisease
NCIT:C149576	MONDO:excludeNonDisease
NCIT:C149577	MONDO:excludeNonDisease
NCIT:C149578	MONDO:excludeNonDisease
NCIT:C149579	MONDO:excludeNonDisease
NCIT:C149580	MONDO:excludeNonDisease
NCIT:C149581	MONDO:excludeNonDisease
NCIT:C149582	MONDO:excludeNonDisease
NCIT:C149583	MONDO:excludeNonDisease
NCIT:C149584	MONDO:excludeNonDisease
NCIT:C149585	MONDO:excludeNonDisease
NCIT:C149586	MONDO:excludeNonDisease
NCIT:C149587	MONDO:excludeNonDisease
NCIT:C149588	MONDO:excludeNonDisease
NCIT:C149589	MONDO:excludeNonDisease
NCIT:C149590	MONDO:excludeNonDisease
NCIT:C149591	MONDO:excludeNonDisease
NCIT:C149592	MONDO:excludeNonDisease
NCIT:C149593	MONDO:excludeNonDisease
NCIT:C149594	MONDO:excludeNonDisease
NCIT:C149595	MONDO:excludeNonDisease
NCIT:C149596	MONDO:excludeNonDisease
NCIT:C149597	MONDO:excludeNonDisease
NCIT:C149598	MONDO:excludeNonDisease
NCIT:C149599	MONDO:excludeNonDisease
NCIT:C1496	MONDO:excludeNonDisease
NCIT:C149600	MONDO:excludeNonDisease
NCIT:C149601	MONDO:excludeNonDisease
NCIT:C149602	MONDO:excludeNonDisease
NCIT:C149603	MONDO:excludeNonDisease
NCIT:C149604	MONDO:excludeNonDisease
NCIT:C149605	MONDO:excludeNonDisease
NCIT:C149606	MONDO:excludeNonDisease
NCIT:C149607	MONDO:excludeNonDisease
NCIT:C149608	MONDO:excludeNonDisease
NCIT:C149609	MONDO:excludeNonDisease
NCIT:C149610	MONDO:excludeNonDisease
NCIT:C149611	MONDO:excludeNonDisease
NCIT:C149612	MONDO:excludeNonDisease
NCIT:C149613	MONDO:excludeNonDisease
NCIT:C149614	MONDO:excludeNonDisease
NCIT:C149615	MONDO:excludeNonDisease
NCIT:C149616	MONDO:excludeNonDisease
NCIT:C149617	MONDO:excludeNonDisease
NCIT:C149618	MONDO:excludeNonDisease
NCIT:C149619	MONDO:excludeNonDisease
NCIT:C149620	MONDO:excludeNonDisease
NCIT:C149621	MONDO:excludeNonDisease
NCIT:C149622	MONDO:excludeNonDisease
NCIT:C149623	MONDO:excludeNonDisease
NCIT:C149624	MONDO:excludeNonDisease
NCIT:C149625	MONDO:excludeNonDisease
NCIT:C149626	MONDO:excludeNonDisease
NCIT:C149627	MONDO:excludeNonDisease
NCIT:C149628	MONDO:excludeNonDisease
NCIT:C149629	MONDO:excludeNonDisease
NCIT:C149630	MONDO:excludeNonDisease
NCIT:C149631	MONDO:excludeNonDisease
NCIT:C149632	MONDO:excludeNonDisease
NCIT:C149633	MONDO:excludeNonDisease
NCIT:C149634	MONDO:excludeNonDisease
NCIT:C149635	MONDO:excludeNonDisease
NCIT:C149636	MONDO:excludeNonDisease
NCIT:C149637	MONDO:excludeNonDisease
NCIT:C149638	MONDO:excludeNonDisease
NCIT:C149639	MONDO:excludeNonDisease
NCIT:C149640	MONDO:excludeNonDisease
NCIT:C149641	MONDO:excludeNonDisease
NCIT:C149642	MONDO:excludeNonDisease
NCIT:C149643	MONDO:excludeNonDisease
NCIT:C149644	MONDO:excludeNonDisease
NCIT:C149645	MONDO:excludeNonDisease
NCIT:C149646	MONDO:excludeNonDisease
NCIT:C149647	MONDO:excludeNonDisease
NCIT:C149648	MONDO:excludeNonDisease
NCIT:C149649	MONDO:excludeNonDisease
NCIT:C149650	MONDO:excludeNonDisease
NCIT:C149651	MONDO:excludeNonDisease
NCIT:C149652	MONDO:excludeNonDisease
NCIT:C149653	MONDO:excludeNonDisease
NCIT:C149654	MONDO:excludeNonDisease
NCIT:C149655	MONDO:excludeNonDisease
NCIT:C149656	MONDO:excludeNonDisease
NCIT:C149657	MONDO:excludeNonDisease
NCIT:C149658	MONDO:excludeNonDisease
NCIT:C149659	MONDO:excludeNonDisease
NCIT:C149660	MONDO:excludeNonDisease
NCIT:C149661	MONDO:excludeNonDisease
NCIT:C149662	MONDO:excludeNonDisease
NCIT:C149663	MONDO:excludeNonDisease
NCIT:C149664	MONDO:excludeNonDisease
NCIT:C149665	MONDO:excludeNonDisease
NCIT:C149666	MONDO:excludeNonDisease
NCIT:C149667	MONDO:excludeNonDisease
NCIT:C149668	MONDO:excludeNonDisease
NCIT:C149669	MONDO:excludeNonDisease
NCIT:C149670	MONDO:excludeNonDisease
NCIT:C149671	MONDO:excludeNonDisease
NCIT:C149672	MONDO:excludeNonDisease
NCIT:C149673	MONDO:excludeNonDisease
NCIT:C149674	MONDO:excludeNonDisease
NCIT:C149675	MONDO:excludeNonDisease
NCIT:C149676	MONDO:excludeNonDisease
NCIT:C149677	MONDO:excludeNonDisease
NCIT:C149678	MONDO:excludeNonDisease
NCIT:C149679	MONDO:excludeNonDisease
NCIT:C149680	MONDO:excludeNonDisease
NCIT:C149681	MONDO:excludeNonDisease
NCIT:C149682	MONDO:excludeNonDisease
NCIT:C149683	MONDO:excludeNonDisease
NCIT:C149684	MONDO:excludeNonDisease
NCIT:C149685	MONDO:excludeNonDisease
NCIT:C149686	MONDO:excludeNonDisease
NCIT:C149687	MONDO:excludeNonDisease
NCIT:C149688	MONDO:excludeNonDisease
NCIT:C149689	MONDO:excludeNonDisease
NCIT:C149690	MONDO:excludeNonDisease
NCIT:C149691	MONDO:excludeNonDisease
NCIT:C149692	MONDO:excludeNonDisease
NCIT:C149693	MONDO:excludeNonDisease
NCIT:C149694	MONDO:excludeNonDisease
NCIT:C149695	MONDO:excludeNonDisease
NCIT:C149696	MONDO:excludeNonDisease
NCIT:C149697	MONDO:excludeNonDisease
NCIT:C149698	MONDO:excludeNonDisease
NCIT:C149699	MONDO:excludeNonDisease
NCIT:C1497	MONDO:excludeNonDisease
NCIT:C149700	MONDO:excludeNonDisease
NCIT:C149701	MONDO:excludeNonDisease
NCIT:C149702	MONDO:excludeNonDisease
NCIT:C149703	MONDO:excludeNonDisease
NCIT:C149704	MONDO:excludeNonDisease
NCIT:C149705	MONDO:excludeNonDisease
NCIT:C149706	MONDO:excludeNonDisease
NCIT:C149707	MONDO:excludeNonDisease
NCIT:C149708	MONDO:excludeNonDisease
NCIT:C149709	MONDO:excludeNonDisease
NCIT:C149710	MONDO:excludeNonDisease
NCIT:C149711	MONDO:excludeNonDisease
NCIT:C149712	MONDO:excludeNonDisease
NCIT:C149713	MONDO:excludeNonDisease
NCIT:C149714	MONDO:excludeNonDisease
NCIT:C149715	MONDO:excludeNonDisease
NCIT:C149716	MONDO:excludeNonDisease
NCIT:C149717	MONDO:excludeNonDisease
NCIT:C149718	MONDO:excludeNonDisease
NCIT:C149719	MONDO:excludeNonDisease
NCIT:C149720	MONDO:excludeNonDisease
NCIT:C149721	MONDO:excludeNonDisease
NCIT:C149722	MONDO:excludeNonDisease
NCIT:C149723	MONDO:excludeNonDisease
NCIT:C149724	MONDO:excludeNonDisease
NCIT:C149725	MONDO:excludeNonDisease
NCIT:C149726	MONDO:excludeNonDisease
NCIT:C149727	MONDO:excludeNonDisease
NCIT:C149728	MONDO:excludeNonDisease
NCIT:C149729	MONDO:excludeNonDisease
NCIT:C149730	MONDO:excludeNonDisease
NCIT:C149731	MONDO:excludeNonDisease
NCIT:C149732	MONDO:excludeNonDisease
NCIT:C149733	MONDO:excludeNonDisease
NCIT:C149734	MONDO:excludeNonDisease
NCIT:C149735	MONDO:excludeNonDisease
NCIT:C149736	MONDO:excludeNonDisease
NCIT:C149737	MONDO:excludeNonDisease
NCIT:C149738	MONDO:excludeNonDisease
NCIT:C149739	MONDO:excludeNonDisease
NCIT:C149740	MONDO:excludeNonDisease
NCIT:C149741	MONDO:excludeNonDisease
NCIT:C149742	MONDO:excludeNonDisease
NCIT:C149743	MONDO:excludeNonDisease
NCIT:C149744	MONDO:excludeNonDisease
NCIT:C149745	MONDO:excludeNonDisease
NCIT:C149747	MONDO:excludeNonDisease
NCIT:C149748	MONDO:excludeNonDisease
NCIT:C149749	MONDO:excludeNonDisease
NCIT:C149750	MONDO:excludeNonDisease
NCIT:C149751	MONDO:excludeNonDisease
NCIT:C149752	MONDO:excludeNonDisease
NCIT:C149753	MONDO:excludeNonDisease
NCIT:C149754	MONDO:excludeNonDisease
NCIT:C149755	MONDO:excludeNonDisease
NCIT:C149756	MONDO:excludeNonDisease
NCIT:C149757	MONDO:excludeNonDisease
NCIT:C149758	MONDO:excludeNonDisease
NCIT:C149759	MONDO:excludeNonDisease
NCIT:C149760	MONDO:excludeNonDisease
NCIT:C149761	MONDO:excludeNonDisease
NCIT:C149762	MONDO:excludeNonDisease
NCIT:C149763	MONDO:excludeNonDisease
NCIT:C149764	MONDO:excludeNonDisease
NCIT:C149765	MONDO:excludeNonDisease
NCIT:C149766	MONDO:excludeNonDisease
NCIT:C149767	MONDO:excludeNonDisease
NCIT:C149768	MONDO:excludeNonDisease
NCIT:C149769	MONDO:excludeNonDisease
NCIT:C149770	MONDO:excludeNonDisease
NCIT:C149771	MONDO:excludeNonDisease
NCIT:C149772	MONDO:excludeNonDisease
NCIT:C149773	MONDO:excludeNonDisease
NCIT:C149774	MONDO:excludeNonDisease
NCIT:C149775	MONDO:excludeNonDisease
NCIT:C149776	MONDO:excludeNonDisease
NCIT:C149777	MONDO:excludeNonDisease
NCIT:C149778	MONDO:excludeNonDisease
NCIT:C149779	MONDO:excludeNonDisease
NCIT:C149780	MONDO:excludeNonDisease
NCIT:C149781	MONDO:excludeNonDisease
NCIT:C149782	MONDO:excludeNonDisease
NCIT:C149783	MONDO:excludeNonDisease
NCIT:C149784	MONDO:excludeNonDisease
NCIT:C149785	MONDO:excludeNonDisease
NCIT:C149786	MONDO:excludeNonDisease
NCIT:C149787	MONDO:excludeNonDisease
NCIT:C149788	MONDO:excludeNonDisease
NCIT:C149789	MONDO:excludeNonDisease
NCIT:C149790	MONDO:excludeNonDisease
NCIT:C149791	MONDO:excludeNonDisease
NCIT:C149792	MONDO:excludeNonDisease
NCIT:C149793	MONDO:excludeNonDisease
NCIT:C149794	MONDO:excludeNonDisease
NCIT:C149795	MONDO:excludeNonDisease
NCIT:C149796	MONDO:excludeNonDisease
NCIT:C149797	MONDO:excludeNonDisease
NCIT:C149798	MONDO:excludeNonDisease
NCIT:C149799	MONDO:excludeNonDisease
NCIT:C1498	MONDO:excludeNonDisease
NCIT:C149800	MONDO:excludeNonDisease
NCIT:C149801	MONDO:excludeNonDisease
NCIT:C149802	MONDO:excludeNonDisease
NCIT:C149803	MONDO:excludeNonDisease
NCIT:C149804	MONDO:excludeNonDisease
NCIT:C149805	MONDO:excludeNonDisease
NCIT:C149806	MONDO:excludeNonDisease
NCIT:C149807	MONDO:excludeNonDisease
NCIT:C149808	MONDO:excludeNonDisease
NCIT:C149809	MONDO:excludeNonDisease
NCIT:C149810	MONDO:excludeNonDisease
NCIT:C149811	MONDO:excludeNonDisease
NCIT:C149812	MONDO:excludeNonDisease
NCIT:C149813	MONDO:excludeNonDisease
NCIT:C149814	MONDO:excludeNonDisease
NCIT:C149815	MONDO:excludeNonDisease
NCIT:C149816	MONDO:excludeNonDisease
NCIT:C149817	MONDO:excludeNonDisease
NCIT:C149818	MONDO:excludeNonDisease
NCIT:C149819	MONDO:excludeNonDisease
NCIT:C149820	MONDO:excludeNonDisease
NCIT:C149821	MONDO:excludeNonDisease
NCIT:C149822	MONDO:excludeNonDisease
NCIT:C149823	MONDO:excludeNonDisease
NCIT:C149824	MONDO:excludeNonDisease
NCIT:C149825	MONDO:excludeNonDisease
NCIT:C149826	MONDO:excludeNonDisease
NCIT:C149827	MONDO:excludeNonDisease
NCIT:C149828	MONDO:excludeNonDisease
NCIT:C149829	MONDO:excludeNonDisease
NCIT:C14983	MONDO:excludeNonDisease
NCIT:C149830	MONDO:excludeNonDisease
NCIT:C149831	MONDO:excludeNonDisease
NCIT:C149832	MONDO:excludeNonDisease
NCIT:C149833	MONDO:excludeNonDisease
NCIT:C149834	MONDO:excludeNonDisease
NCIT:C149835	MONDO:excludeNonDisease
NCIT:C149836	MONDO:excludeNonDisease
NCIT:C149838	MONDO:excludeNonDisease
NCIT:C149840	MONDO:excludeNonDisease
NCIT:C149841	MONDO:excludeNonDisease
NCIT:C149842	MONDO:excludeNonDisease
NCIT:C149843	MONDO:excludeNonDisease
NCIT:C149844	MONDO:excludeNonDisease
NCIT:C149845	MONDO:excludeNonDisease
NCIT:C149846	MONDO:excludeNonDisease
NCIT:C149847	MONDO:excludeNonDisease
NCIT:C149848	MONDO:excludeNonDisease
NCIT:C149849	MONDO:excludeNonDisease
NCIT:C149850	MONDO:excludeNonDisease
NCIT:C149851	MONDO:excludeNonDisease
NCIT:C149852	MONDO:excludeNonDisease
NCIT:C149853	MONDO:excludeNonDisease
NCIT:C149854	MONDO:excludeNonDisease
NCIT:C149855	MONDO:excludeNonDisease
NCIT:C149856	MONDO:excludeNonDisease
NCIT:C149857	MONDO:excludeNonDisease
NCIT:C149858	MONDO:excludeNonDisease
NCIT:C149859	MONDO:excludeNonDisease
NCIT:C149860	MONDO:excludeNonDisease
NCIT:C149861	MONDO:excludeNonDisease
NCIT:C149862	MONDO:excludeNonDisease
NCIT:C149863	MONDO:excludeNonDisease
NCIT:C149864	MONDO:excludeNonDisease
NCIT:C149865	MONDO:excludeNonDisease
NCIT:C149866	MONDO:excludeNonDisease
NCIT:C149867	MONDO:excludeNonDisease
NCIT:C149868	MONDO:excludeNonDisease
NCIT:C149869	MONDO:excludeNonDisease
NCIT:C14987	MONDO:excludeNonDisease
NCIT:C149870	MONDO:excludeNonDisease
NCIT:C149871	MONDO:excludeNonDisease
NCIT:C149872	MONDO:excludeNonDisease
NCIT:C149873	MONDO:excludeNonDisease
NCIT:C149874	MONDO:excludeNonDisease
NCIT:C149875	MONDO:excludeNonDisease
NCIT:C149876	MONDO:excludeNonDisease
NCIT:C149877	MONDO:excludeNonDisease
NCIT:C149878	MONDO:excludeNonDisease
NCIT:C149879	MONDO:excludeNonDisease
NCIT:C149880	MONDO:excludeNonDisease
NCIT:C149881	MONDO:excludeNonDisease
NCIT:C149882	MONDO:excludeNonDisease
NCIT:C149883	MONDO:excludeNonDisease
NCIT:C149884	MONDO:excludeNonDisease
NCIT:C149885	MONDO:excludeNonDisease
NCIT:C149886	MONDO:excludeNonDisease
NCIT:C149887	MONDO:excludeNonDisease
NCIT:C149888	MONDO:excludeNonDisease
NCIT:C149889	MONDO:excludeNonDisease
NCIT:C149890	MONDO:excludeNonDisease
NCIT:C149891	MONDO:excludeNonDisease
NCIT:C149892	MONDO:excludeNonDisease
NCIT:C149893	MONDO:excludeNonDisease
NCIT:C149894	MONDO:excludeNonDisease
NCIT:C149895	MONDO:excludeNonDisease
NCIT:C149896	MONDO:excludeNonDisease
NCIT:C149897	MONDO:excludeNonDisease
NCIT:C149898	MONDO:excludeNonDisease
NCIT:C149899	MONDO:excludeNonDisease
NCIT:C1499	MONDO:excludeNonDisease
NCIT:C149900	MONDO:excludeNonDisease
NCIT:C149901	MONDO:excludeNonDisease
NCIT:C149902	MONDO:excludeNonDisease
NCIT:C149903	MONDO:excludeNonDisease
NCIT:C149904	MONDO:excludeNonDisease
NCIT:C149905	MONDO:excludeNonDisease
NCIT:C149906	MONDO:excludeNonDisease
NCIT:C149907	MONDO:excludeNonDisease
NCIT:C149908	MONDO:excludeNonDisease
NCIT:C149909	MONDO:excludeNonDisease
NCIT:C149910	MONDO:excludeNonDisease
NCIT:C149911	MONDO:excludeNonDisease
NCIT:C149912	MONDO:excludeNonDisease
NCIT:C149913	MONDO:excludeNonDisease
NCIT:C149914	MONDO:excludeNonDisease
NCIT:C149915	MONDO:excludeNonDisease
NCIT:C149916	MONDO:excludeNonDisease
NCIT:C149917	MONDO:excludeNonDisease
NCIT:C149918	MONDO:excludeNonDisease
NCIT:C149919	MONDO:excludeNonDisease
NCIT:C149920	MONDO:excludeNonDisease
NCIT:C149921	MONDO:excludeNonDisease
NCIT:C149922	MONDO:excludeNonDisease
NCIT:C149923	MONDO:excludeNonDisease
NCIT:C149924	MONDO:excludeNonDisease
NCIT:C149925	MONDO:excludeNonDisease
NCIT:C149926	MONDO:excludeNonDisease
NCIT:C149927	MONDO:excludeNonDisease
NCIT:C149928	MONDO:excludeNonDisease
NCIT:C149929	MONDO:excludeNonDisease
NCIT:C149930	MONDO:excludeNonDisease
NCIT:C149931	MONDO:excludeNonDisease
NCIT:C149932	MONDO:excludeNonDisease
NCIT:C149933	MONDO:excludeNonDisease
NCIT:C149934	MONDO:excludeNonDisease
NCIT:C149935	MONDO:excludeNonDisease
NCIT:C149936	MONDO:excludeNonDisease
NCIT:C149937	MONDO:excludeNonDisease
NCIT:C149938	MONDO:excludeNonDisease
NCIT:C149939	MONDO:excludeNonDisease
NCIT:C149940	MONDO:excludeNonDisease
NCIT:C149941	MONDO:excludeNonDisease
NCIT:C149942	MONDO:excludeNonDisease
NCIT:C149943	MONDO:excludeNonDisease
NCIT:C149944	MONDO:excludeNonDisease
NCIT:C149945	MONDO:excludeNonDisease
NCIT:C149946	MONDO:excludeNonDisease
NCIT:C149947	MONDO:excludeNonDisease
NCIT:C149948	MONDO:excludeNonDisease
NCIT:C149949	MONDO:excludeNonDisease
NCIT:C149950	MONDO:excludeNonDisease
NCIT:C149951	MONDO:excludeNonDisease
NCIT:C149952	MONDO:excludeNonDisease
NCIT:C149953	MONDO:excludeNonDisease
NCIT:C149954	MONDO:excludeNonDisease
NCIT:C149955	MONDO:excludeNonDisease
NCIT:C149956	MONDO:excludeNonDisease
NCIT:C149957	MONDO:excludeNonDisease
NCIT:C149958	MONDO:excludeNonDisease
NCIT:C149959	MONDO:excludeNonDisease
NCIT:C149961	MONDO:excludeNonDisease
NCIT:C149962	MONDO:excludeNonDisease
NCIT:C149963	MONDO:excludeNonDisease
NCIT:C149964	MONDO:excludeNonDisease
NCIT:C149966	MONDO:excludeNonDisease
NCIT:C149967	MONDO:excludeNonDisease
NCIT:C149968	MONDO:excludeNonDisease
NCIT:C149969	MONDO:excludeNonDisease
NCIT:C149970	MONDO:excludeNonDisease
NCIT:C149971	MONDO:excludeNonDisease
NCIT:C149972	MONDO:excludeNonDisease
NCIT:C149973	MONDO:excludeNonDisease
NCIT:C149974	MONDO:excludeNonDisease
NCIT:C149975	MONDO:excludeNonDisease
NCIT:C149976	MONDO:excludeNonDisease
NCIT:C149977	MONDO:excludeNonDisease
NCIT:C149978	MONDO:excludeNonDisease
NCIT:C149979	MONDO:excludeNonDisease
NCIT:C149980	MONDO:excludeNonDisease
NCIT:C149981	MONDO:excludeNonDisease
NCIT:C149982	MONDO:excludeNonDisease
NCIT:C149983	MONDO:excludeNonDisease
NCIT:C149984	MONDO:excludeNonDisease
NCIT:C149985	MONDO:excludeNonDisease
NCIT:C149986	MONDO:excludeNonDisease
NCIT:C149987	MONDO:excludeNonDisease
NCIT:C149988	MONDO:excludeNonDisease
NCIT:C149989	MONDO:excludeNonDisease
NCIT:C149990	MONDO:excludeNonDisease
NCIT:C149991	MONDO:excludeNonDisease
NCIT:C149992	MONDO:excludeNonDisease
NCIT:C149993	MONDO:excludeNonDisease
NCIT:C149994	MONDO:excludeNonDisease
NCIT:C149995	MONDO:excludeNonDisease
NCIT:C149996	MONDO:excludeNonDisease
NCIT:C149997	MONDO:excludeNonDisease
NCIT:C149998	MONDO:excludeNonDisease
NCIT:C149999	MONDO:excludeNonDisease
NCIT:C1500	MONDO:excludeNonDisease
NCIT:C150000	MONDO:excludeNonDisease
NCIT:C150001	MONDO:excludeNonDisease
NCIT:C150002	MONDO:excludeNonDisease
NCIT:C150003	MONDO:excludeNonDisease
NCIT:C150004	MONDO:excludeNonDisease
NCIT:C150005	MONDO:excludeNonDisease
NCIT:C150006	MONDO:excludeNonDisease
NCIT:C150007	MONDO:excludeNonDisease
NCIT:C150008	MONDO:excludeNonDisease
NCIT:C150009	MONDO:excludeNonDisease
NCIT:C150010	MONDO:excludeNonDisease
NCIT:C150011	MONDO:excludeNonDisease
NCIT:C150012	MONDO:excludeNonDisease
NCIT:C150014	MONDO:excludeNonDisease
NCIT:C150015	MONDO:excludeNonDisease
NCIT:C150016	MONDO:excludeNonDisease
NCIT:C150017	MONDO:excludeNonDisease
NCIT:C150018	MONDO:excludeNonDisease
NCIT:C150019	MONDO:excludeNonDisease
NCIT:C150020	MONDO:excludeNonDisease
NCIT:C150021	MONDO:excludeNonDisease
NCIT:C150022	MONDO:excludeNonDisease
NCIT:C150023	MONDO:excludeNonDisease
NCIT:C150024	MONDO:excludeNonDisease
NCIT:C150025	MONDO:excludeNonDisease
NCIT:C150026	MONDO:excludeNonDisease
NCIT:C150028	MONDO:excludeNonDisease
NCIT:C150035	MONDO:excludeNonDisease
NCIT:C150036	MONDO:excludeNonDisease
NCIT:C150038	MONDO:excludeNonDisease
NCIT:C150039	MONDO:excludeNonDisease
NCIT:C150040	MONDO:excludeNonDisease
NCIT:C150042	MONDO:excludeNonDisease
NCIT:C150045	MONDO:excludeNonDisease
NCIT:C150046	MONDO:excludeNonDisease
NCIT:C150047	MONDO:excludeNonDisease
NCIT:C150050	MONDO:excludeNonDisease
NCIT:C150051	MONDO:excludeNonDisease
NCIT:C150052	MONDO:excludeNonDisease
NCIT:C150053	MONDO:excludeNonDisease
NCIT:C150054	MONDO:excludeNonDisease
NCIT:C150055	MONDO:excludeNonDisease
NCIT:C150056	MONDO:excludeNonDisease
NCIT:C150057	MONDO:excludeNonDisease
