subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0003523	gastrin-producing neuroendocrine tumor	skos:closeMatch	NCIT:C65188	Malignant Gastrinoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	rdfs:label	malignant gastrinoma	LEXMATCH
MONDO:0003756	ovarian mucinous neoplasm	skos:closeMatch	NCIT:C40033	Malignant Ovarian Mucinous Tumor	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	malignant ovarian mucinous neoplasm	LEXMATCH
MONDO:0003865	acral lentiginous melanoma	skos:closeMatch	NCIT:C204883	Acral Melanoma	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	acral melanoma	LEXMATCH
MONDO:0003865	acral lentiginous melanoma	skos:closeMatch	NCIT:C204883	Acral Melanoma	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	acral melanoma	LEXMATCH
MONDO:0003865	acral lentiginous melanoma	skos:closeMatch	NCIT:C204887	Subungual Melanoma	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	subungual melanoma	LEXMATCH
MONDO:0003865	acral lentiginous melanoma	skos:closeMatch	NCIT:C204887	Subungual Melanoma	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	subungual melanoma	LEXMATCH
MONDO:0004278	infiltrating bladder urothelial carcinoma sarcomatoid variant	skos:closeMatch	NCIT:C39825	Invasive Bladder Sarcomatoid Urothelial Carcinoma with Heterologous Elements	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	infiltrating bladder urothelial carcinoma, sarcomatoid variant with heterologous elements	LEXMATCH
MONDO:0004278	infiltrating bladder urothelial carcinoma sarcomatoid variant	skos:closeMatch	NCIT:C39826	Invasive Bladder Sarcomatoid Urothelial Carcinoma without Heterologous Elements	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	infiltrating bladder urothelial carcinoma, sarcomatoid variant without heterologous elements	LEXMATCH
MONDO:0004631	tongue cancer	skos:closeMatch	NCIT:C3524	Malignant Posterior Tongue Neoplasm	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	malignant neoplasm of base of tongue	LEXMATCH
MONDO:0004631	tongue cancer	skos:closeMatch	NCIT:C3524	Malignant Posterior Tongue Neoplasm	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	malignant tumor of base of tongue	LEXMATCH
MONDO:0004631	tongue cancer	skos:closeMatch	NCIT:C3524	Malignant Posterior Tongue Neoplasm	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	malignant tumor of posterior tongue	LEXMATCH
MONDO:0004724	submandibular gland cancer	skos:closeMatch	NCIT:C8396	Submandibular Gland Carcinoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	carcinoma of submandibular gland	LEXMATCH
MONDO:0004724	submandibular gland cancer	skos:closeMatch	NCIT:C8396	Submandibular Gland Carcinoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	carcinoma of the submandibular gland	LEXMATCH
MONDO:0004724	submandibular gland cancer	skos:closeMatch	NCIT:C8396	Submandibular Gland Carcinoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	submandibular gland carcinoma	LEXMATCH
MONDO:0004724	submandibular gland cancer	skos:closeMatch	NCIT:C8396	Submandibular Gland Carcinoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	rdfs:label	submandibular gland carcinoma	LEXMATCH
MONDO:0004724	submandibular gland cancer	skos:closeMatch	NCIT:C8396	Submandibular Gland Carcinoma	semapv:LexicalMatching	oaklib	0.5	rdf:ID	oio:hasDbXref-INVERSE	mondo:0004724	LEXMATCH
MONDO:0004724	submandibular gland cancer	skos:closeMatch	NCIT:C8396	Submandibular Gland Carcinoma	semapv:LexicalMatching	oaklib	0.5	rdf:ID	skos:narrowMatch-INVERSE	mondo:0004724	LEXMATCH
MONDO:0004952	Hodgkins lymphoma	skos:closeMatch	NCIT:C164145	Hodgkin's Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	hodgkins sarcoma	LEXMATCH
MONDO:0004952	Hodgkins lymphoma	skos:closeMatch	NCIT:C164145	Hodgkin's Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	hodgkins sarcoma	LEXMATCH
MONDO:0004952	Hodgkins lymphoma	skos:closeMatch	NCIT:C5010	Ann Arbor Stage II Subdiaphragmatic Hodgkin Lymphoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	stage ii subdiaphragmatic hodgkin lymphoma	LEXMATCH
MONDO:0004952	Hodgkins lymphoma	skos:closeMatch	NCIT:C5012	Ann Arbor Stage I Subdiaphragmatic Hodgkin Lymphoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	stage i subdiaphragmatic hodgkin lymphoma	LEXMATCH
MONDO:0004965	acinar cell carcinoma	skos:closeMatch	NCIT:C4197	Acinar Cell Neoplasm	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	acinic cell tumor	LEXMATCH
MONDO:0004972	adenoma	skos:closeMatch	NCIT:C4196	Acinar Cell Adenoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	acinar cell adenoma	LEXMATCH
MONDO:0004972	adenoma	skos:closeMatch	NCIT:C4196	Acinar Cell Adenoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	rdfs:label	acinar cell adenoma	LEXMATCH
MONDO:0005045	hypertrophic cardiomyopathy	skos:closeMatch	NCIT:C84773	Familial Hypertrophic Cardiomyopathy	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	familial hypertrophic cardiomyopathy	LEXMATCH
MONDO:0005045	hypertrophic cardiomyopathy	skos:closeMatch	NCIT:C84773	Familial Hypertrophic Cardiomyopathy	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	rdfs:label	familial hypertrophic cardiomyopathy	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C27500	Lymphadenopathic Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	lymphadenopathic kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C3550	Skin Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	cutaneous kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C3550	Skin Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	kaposis sarcoma of skin	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C3551	Lung Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	pulmonary kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C4578	Conjunctival Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	conjunctival kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C4579	Corneal Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	corneal kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5363	Cardiac Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	cardiac kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5363	Cardiac Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	kaposis sarcoma of heart	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5523	Prostate Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	kaposis sarcoma of the prostate	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5523	Prostate Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	prostate kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5529	Gastric Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	gastric kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5602	Anal Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	anal kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5602	Anal Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	kaposis sarcoma of anus	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5706	Esophageal Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	esophageal kaposis sarcoma	LEXMATCH
MONDO:0005055	Kaposi's sarcoma	skos:closeMatch	NCIT:C5706	Esophageal Kaposi Sarcoma	semapv:LexicalMatching	oaklib	0.5	oio:hasNarrowSynonym	oio:hasExactSynonym	kaposis sarcoma of esophagus	LEXMATCH
