subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0011756	Senior-Loken syndrome 4	skos:closeMatch	DOID:0061278	Senior-Loken syndrome 4	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:606996	LEXMATCH
MONDO:0011756	Senior-Loken syndrome 4	skos:closeMatch	DOID:0061278	Senior-Loken syndrome 4	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:606996	LEXMATCH
MONDO:0011756	Senior-Loken syndrome 4	skos:closeMatch	DOID:0061278	Senior-Loken syndrome 4	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:606996	LEXMATCH
MONDO:0012013	Weill-Marchesani syndrome 2, dominant	skos:closeMatch	DOID:0061274	Weill-Marchesani syndrome 2	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:608328	LEXMATCH
MONDO:0012013	Weill-Marchesani syndrome 2, dominant	skos:closeMatch	DOID:0061274	Weill-Marchesani syndrome 2	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:608328	LEXMATCH
MONDO:0012013	Weill-Marchesani syndrome 2, dominant	skos:closeMatch	DOID:0061274	Weill-Marchesani syndrome 2	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:608328	LEXMATCH
MONDO:0012013	Weill-Marchesani syndrome 2, dominant	skos:closeMatch	DOID:0061274	Weill-Marchesani syndrome 2	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:608328	LEXMATCH
MONDO:0012013	Weill-Marchesani syndrome 2, dominant	skos:closeMatch	DOID:0061274	Weill-Marchesani syndrome 2	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:608328	LEXMATCH
MONDO:0012051	periodontitis, aggressive, 2	skos:closeMatch	DOID:0051075	aggressive periodontitis 2	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:608526	LEXMATCH
MONDO:0012051	periodontitis, aggressive, 2	skos:closeMatch	DOID:0051075	aggressive periodontitis 2	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:608526	LEXMATCH
MONDO:0012051	periodontitis, aggressive, 2	skos:closeMatch	DOID:0051075	aggressive periodontitis 2	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:608526	LEXMATCH
MONDO:0012051	periodontitis, aggressive, 2	skos:closeMatch	DOID:0051075	aggressive periodontitis 2	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:608526	LEXMATCH
MONDO:0012051	periodontitis, aggressive, 2	skos:closeMatch	DOID:0051075	aggressive periodontitis 2	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:608526	LEXMATCH
MONDO:0012225	Senior-Loken syndrome 5	skos:closeMatch	DOID:0061279	Senior-Loken syndrome 5	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:609254	LEXMATCH
MONDO:0012225	Senior-Loken syndrome 5	skos:closeMatch	DOID:0061279	Senior-Loken syndrome 5	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:609254	LEXMATCH
MONDO:0012225	Senior-Loken syndrome 5	skos:closeMatch	DOID:0061279	Senior-Loken syndrome 5	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:609254	LEXMATCH
MONDO:0012225	Senior-Loken syndrome 5	skos:closeMatch	DOID:0061279	Senior-Loken syndrome 5	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:609254	LEXMATCH
MONDO:0012225	Senior-Loken syndrome 5	skos:closeMatch	DOID:0061279	Senior-Loken syndrome 5	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:609254	LEXMATCH
MONDO:0012335	obesity due to pro-opiomelanocortin deficiency	skos:closeMatch	DOID:0051068	early-onset obesity, adrenal insufficiency, and red hair	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:609734	LEXMATCH
MONDO:0012335	obesity due to pro-opiomelanocortin deficiency	skos:closeMatch	DOID:0051068	early-onset obesity, adrenal insufficiency, and red hair	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:609734	LEXMATCH
MONDO:0012335	obesity due to pro-opiomelanocortin deficiency	skos:closeMatch	DOID:0051068	early-onset obesity, adrenal insufficiency, and red hair	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:609734	LEXMATCH
MONDO:0012335	obesity due to pro-opiomelanocortin deficiency	skos:closeMatch	DOID:0051068	early-onset obesity, adrenal insufficiency, and red hair	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:609734	LEXMATCH
MONDO:0012335	obesity due to pro-opiomelanocortin deficiency	skos:closeMatch	DOID:0051068	early-onset obesity, adrenal insufficiency, and red hair	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:609734	LEXMATCH
MONDO:0012433	Senior-Loken syndrome 6	skos:closeMatch	DOID:0061280	Senior-Loken syndrome 6	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:610189	LEXMATCH
MONDO:0012433	Senior-Loken syndrome 6	skos:closeMatch	DOID:0061280	Senior-Loken syndrome 6	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:610189	LEXMATCH
MONDO:0012433	Senior-Loken syndrome 6	skos:closeMatch	DOID:0061280	Senior-Loken syndrome 6	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:610189	LEXMATCH
MONDO:0012433	Senior-Loken syndrome 6	skos:closeMatch	DOID:0061280	Senior-Loken syndrome 6	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:610189	LEXMATCH
MONDO:0012433	Senior-Loken syndrome 6	skos:closeMatch	DOID:0061280	Senior-Loken syndrome 6	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:610189	LEXMATCH
MONDO:0012853	Fontaine progeroid syndrome	skos:closeMatch	DOID:0051067	Fontaine progeroid syndrome	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:612289	LEXMATCH
MONDO:0012853	Fontaine progeroid syndrome	skos:closeMatch	DOID:0051067	Fontaine progeroid syndrome	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:612289	LEXMATCH
MONDO:0012853	Fontaine progeroid syndrome	skos:closeMatch	DOID:0051067	Fontaine progeroid syndrome	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:612289	LEXMATCH
MONDO:0012853	Fontaine progeroid syndrome	skos:closeMatch	DOID:0051067	Fontaine progeroid syndrome	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:612289	LEXMATCH
MONDO:0012853	Fontaine progeroid syndrome	skos:closeMatch	DOID:0051067	Fontaine progeroid syndrome	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:612289	LEXMATCH
MONDO:0013176	Weill-Marchesani 4 syndrome, recessive	skos:closeMatch	DOID:0061276	Weill-Marchesani syndrome 4	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:613195	LEXMATCH
MONDO:0013176	Weill-Marchesani 4 syndrome, recessive	skos:closeMatch	DOID:0061276	Weill-Marchesani syndrome 4	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:613195	LEXMATCH
MONDO:0013176	Weill-Marchesani 4 syndrome, recessive	skos:closeMatch	DOID:0061276	Weill-Marchesani syndrome 4	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:613195	LEXMATCH
MONDO:0013176	Weill-Marchesani 4 syndrome, recessive	skos:closeMatch	DOID:0061276	Weill-Marchesani syndrome 4	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:613195	LEXMATCH
MONDO:0013176	Weill-Marchesani 4 syndrome, recessive	skos:closeMatch	DOID:0061276	Weill-Marchesani syndrome 4	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:613195	LEXMATCH
MONDO:0013326	Senior-Loken syndrome 7	skos:closeMatch	DOID:0061281	Senior-Loken syndrome 7	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:613615	LEXMATCH
MONDO:0013326	Senior-Loken syndrome 7	skos:closeMatch	DOID:0061281	Senior-Loken syndrome 7	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:613615	LEXMATCH
MONDO:0013326	Senior-Loken syndrome 7	skos:closeMatch	DOID:0061281	Senior-Loken syndrome 7	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:613615	LEXMATCH
MONDO:0013326	Senior-Loken syndrome 7	skos:closeMatch	DOID:0061281	Senior-Loken syndrome 7	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:613615	LEXMATCH
MONDO:0013326	Senior-Loken syndrome 7	skos:closeMatch	DOID:0061281	Senior-Loken syndrome 7	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:613615	LEXMATCH
MONDO:0013359	familial hyperaldosteronism type III	skos:closeMatch	DOID:0061248	familial hyperaldosteronism III	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:613677	LEXMATCH
MONDO:0013359	familial hyperaldosteronism type III	skos:closeMatch	DOID:0061248	familial hyperaldosteronism III	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:613677	LEXMATCH
MONDO:0013359	familial hyperaldosteronism type III	skos:closeMatch	DOID:0061248	familial hyperaldosteronism III	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:613677	LEXMATCH
MONDO:0013359	familial hyperaldosteronism type III	skos:closeMatch	DOID:0061248	familial hyperaldosteronism III	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:613677	LEXMATCH
MONDO:0013359	familial hyperaldosteronism type III	skos:closeMatch	DOID:0061248	familial hyperaldosteronism III	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	skos:exactMatch	omim:613677	LEXMATCH
MONDO:0013822	acrodysostosis 2 with or without hormone resistance	skos:closeMatch	DOID:14669	acrodysostosis	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:614613	LEXMATCH
MONDO:0013822	acrodysostosis 2 with or without hormone resistance	skos:closeMatch	DOID:14669	acrodysostosis	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch	oio:hasDbXref	omim:614613	LEXMATCH
MONDO:0013822	acrodysostosis 2 with or without hormone resistance	skos:closeMatch	DOID:14669	acrodysostosis	semapv:LexicalMatching	oaklib	0.5	skos:exactMatch-INVERSE	oio:hasDbXref	omim:614613	LEXMATCH
MONDO:0013899	Weill-Marchesani syndrome 3	skos:closeMatch	DOID:0061275	Weill-Marchesani syndrome 3	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	omim:614819	LEXMATCH
MONDO:0013899	Weill-Marchesani syndrome 3	skos:closeMatch	DOID:0061275	Weill-Marchesani syndrome 3	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	skos:exactMatch	omim:614819	LEXMATCH
